FECHA NEGOCIACIÓN,TÍTULO,EMISOR,NÚMERO DE ACCIONES,V. NOM. UNITARIO,PRECIO,VALOR NOMINAL,VALOR EFECTO,CASA COMPRADORA,CASA VENDEDORA,BOLSA
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.45,1000,2450,MERCAPITAL,ORION,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,821,1,2.44,821,2003.24,PICAVAL,PICAVAL,BVG
1/2/2019,ACCIONES,SURPAPELCORP S.A.,90,1,4.25,90,382.5,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,2027,1,2.44,2027,4945.88,SANTA FE,PICAVAL,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,189,1,2.44,189,461.16,SILVERCROSS,PICAVAL,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,1861,1,2.44,1861,4540.84,MERCAPITAL,PICAVAL,BVG
1/2/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2000,1,0.96,2000,1920,PLUSBURSÁTIL,SANTA FE,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,1028,1,2.44,1028,2508.32,ADVFIN S.A.,ACCIONES Y VALORES,BVG
1/2/2019,ACCIONES,CORPORACION FAVORITA C.A.,684,1,2.44,684,1668.96,ADVFIN S.A.,ACCIONES Y VALORES,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,398,1,2.45,398,975.1,SANTA FE,SANTA FE,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,400,1,2.45,400,980,SANTA FE,SANTA FE,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,204,1,2.46,204,501.84,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/3/2019,ACCIONES,SURPAPELCORP S.A.,70,1,4.25,70,297.5,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.44,2000,4880,PICAVAL,PICAVAL,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,115,1,2.45,115,281.75,CASAREAL,SANTA FE,BVG
1/3/2019,ACCIONES,CORPORACION FAVORITA C.A.,695,1,2.45,695,1702.75,CASAREAL,SANTA FE,BVG
1/3/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,141495,1,0.67,141495,94801.65,METROVALORES,METROVALORES,BVG
1/3/2019,ACCIONES,BANCO GUAYAQUIL S.A.,11069,1,0.96,11069,10626.24,SILVERCROSS,SILVERCROSS,BVG
1/3/2019,ACCIONES,BANCO GUAYAQUIL S.A.,20035,1,0.96,20035,19233.6,SILVERCROSS,SILVERCROSS,BVG
1/4/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,22321,1,0.67,22321,14955.07,METROVALORES,METROVALORES,BVG
1/4/2019,ACCIONES,CORPORACION FAVORITA C.A.,1236,1,2.44,1236,3015.84,PLUSBURSÁTIL,MERCHANT VALORES,BVG
1/4/2019,ACCIONES,CERVECERIA NACIONAL CN S.A.,100,1,95,100,9500,ORION,ADVFIN S.A.,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,228,1,2.45,228,558.6,MERCAPITAL,METROVALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,72,1,2.45,72,176.4,BANRIO,METROVALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,85,1,2.45,85,208.25,ORION,METROVALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.45,200,490,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.45,200,490,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,2047,1,2.44,2047,4994.68,MERCHANT VALORES,METROVALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,5695,1,2.44,5695,13895.8,SANTA FE,SANTA FE,BVG
1/7/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,3800,1,0.68,3800,2584,ACCIONES Y VALORES,VECTORGLOBAL WMG,BVG
1/7/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,3823,1,0.68,3823,2599.64,ACCIONES Y VALORES,VECTORGLOBAL WMG,BVG
1/7/2019,ACCIONES,SURPAPELCORP S.A.,70,1,4.25,70,297.5,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/7/2019,ACCIONES,CORPORACION FAVORITA C.A.,816,1,2.45,816,1999.2,ORION,MERCAPITAL,BVG
1/7/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,134,1,0.68,134,91.12,METROVALORES,METROVALORES,BVG
1/7/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,284,1,0.68,284,193.12,METROVALORES,METROVALORES,BVG
1/7/2019,ACCIONES,VALLE GRANDE FORESTAL (VALLEYFOREST) S.A.,500,1,2.6,500,1300,ALBION,ALBION,BVG
1/8/2019,ACCIONES,HOLCIM ECUADOR S.A.,107,3,69,321,7383,ORION,SILVERCROSS,BVG
1/8/2019,ACCIONES,SURPAPELCORP S.A.,100,1,4.25,100,425,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/8/2019,ACCIONES,VALLE GRANDE FORESTAL (VALLEYFOREST) S.A.,380,1,2.6,380,988,ALBION,ALBION,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.44,200,488,CASAREAL,PICAVAL,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,3648,1,2.45,3648,8937.6,ORION,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,3648,1,2.45,3648,8937.6,ORION,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,3531,1,2.45,3531,8650.95,ORION,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,1575,1,2.44,1575,3843,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,1277,1,2.44,1277,3115.88,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.45,200,490,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,100,1,2.45,100,245,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/9/2019,ACCIONES,LA ENSENADA FORESTAL (COVEFOREST) S.A.,26,1,2.6,26,67.6,ALBION,ALBION,BVG
1/9/2019,ACCIONES,VALLE GRANDE FORESTAL (VALLEYFOREST) S.A.,26,1,2.6,26,67.6,ALBION,ALBION,BVG
1/9/2019,ACCIONES,HOTEL COLON INTERNACIONAL C.A.,1000,1,0.7,1000,700,VALUE,SANTA FE,BVG
1/9/2019,ACCIONES,CERVECERIA NACIONAL CN S.A.,659,1,93.99,659,61939.41,ADVFIN S.A.,INTERVALORES,BVG
1/9/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.45,200,490,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/10/2019,ACCIONES,SURPAPELCORP S.A.,100,1,4.25,100,425,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/10/2019,ACCIONES,CORPORACION FAVORITA C.A.,5370,1,2.49,5370,13371.3,SILVERCROSS,ORION,BVG
1/10/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/11/2019,ACCIONES,BANCO PICHINCHA C.A.,80,100,100,8000,8000,METROVALORES,METROVALORES,BVG
1/14/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1978,1,0.96,1978,1898.88,SANTA FE,SANTA FE,BVG
1/14/2019,ACCIONES,BANCO GUAYAQUIL S.A.,13022,1,0.95,13022,12370.9,SANTA FE,ORION,BVG
1/14/2019,ACCIONES,HOLCIM ECUADOR S.A.,94,3,70,282,6580,BANRIO,PLUSBURSÁTIL,BVG
1/14/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/14/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/14/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/14/2019,ACCIONES,CORPORACION FAVORITA C.A.,2500,1,2.55,2500,6375,SANTA FE,PLUSBURSÁTIL,BVG
1/14/2019,ACCIONES,CORPORACION FAVORITA C.A.,219,1,2.54,219,556.26,SANTA FE,SANTA FE,BVG
1/14/2019,ACCIONES,CORPORACION FAVORITA C.A.,300,1,2.54,300,762,SANTA FE,SANTA FE,BVG
1/14/2019,ACCIONES,CORPORACION FAVORITA C.A.,450,1,2.54,450,1143,SANTA FE,SANTA FE,BVG
1/14/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1731,1,0.96,1731,1661.76,SILVERCROSS,SILVERCROSS,BVG
1/14/2019,ACCIONES,CORPORACION FAVORITA C.A.,3968,1,2.52,3968,9999.36,ACCIONES Y VALORES,VALUE,BVG
1/14/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/15/2019,ACCIONES,BANCO GUAYAQUIL S.A.,327,1,0.96,327,313.92,SILVERCROSS,SILVERCROSS,BVG
1/15/2019,ACCIONES,BANCO GUAYAQUIL S.A.,760,1,0.96,760,729.6,SILVERCROSS,SILVERCROSS,BVG
1/15/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1298,1,0.96,1298,1246.08,SILVERCROSS,SILVERCROSS,BVG
1/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,303,1,2.53,303,766.59,CASAREAL,CASAREAL,BVG
1/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,180,1,2.52,180,453.6,METROVALORES,SANTA FE,BVG
1/15/2019,ACCIONES,INVERSANCARLOS S.A.,24805,1,1,24805,24805,RyH ASOCIADOS,RyH ASOCIADOS,BVG
1/15/2019,ACCIONES,INVERSANCARLOS S.A.,5000,1,1,5000,5000,RyH ASOCIADOS,RyH ASOCIADOS,BVG
1/15/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,4,1000,1000,4000,4000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/15/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/15/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,18,1000,1000,18000,18000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,184,1,2.52,184,463.68,METROVALORES,ADVFIN S.A.,BVG
1/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.52,1000,2520,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/16/2019,ACCIONES,CORPORACION FAVORITA C.A.,92,1,2.52,92,231.84,METROVALORES,METROVALORES,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2697,1,0.94,2697,2535.18,SILVERCROSS,ORION,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1547,1,0.94,1547,1454.18,SILVERCROSS,ORION,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,15000,1,0.96,15000,14400,SILVERCROSS,SANTA FE,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,10000,1,0.95,10000,9500,SILVERCROSS,ADVFIN S.A.,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,11000,1,0.96,11000,10560,SILVERCROSS,ORION,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2697,1,0.96,2697,2589.12,SILVERCROSS,SILVERCROSS,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1547,1,0.96,1547,1485.12,SILVERCROSS,SILVERCROSS,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,31261,1,0.96,31261,30010.56,SILVERCROSS,SILVERCROSS,BVG
1/16/2019,ACCIONES,HOLDING TONICORP S.A.,1504,1,4,1504,6016,CITADEL,PLUSBURSÁTIL,BVG
1/16/2019,ACCIONES,BANCO GUAYAQUIL S.A.,5115,1,0.97,5115,4961.55,MERCAPITAL,ORION,BVG
1/16/2019,ACCIONES,CORPORACION FAVORITA C.A.,23068,1,2.53,23068,58362.04,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,CORPORACION FAVORITA C.A.,2467,1,2.6,2467,6414.2,MERCAPITAL,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,CORPORACION FAVORITA C.A.,2467,1,2.6,2467,6414.2,MERCAPITAL,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,CORPORACION FAVORITA C.A.,2467,1,2.6,2467,6414.2,MERCAPITAL,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,CORPORACION FAVORITA C.A.,2467,1,2.6,2467,6414.2,MERCAPITAL,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,HOLDING TONICORP S.A.,86,1,4.72,86,405.92,CITADEL,SANTA FE,BVG
1/17/2019,ACCIONES,CORPORACION FAVORITA C.A.,746,1,2.6,746,1939.6,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,5500,1,0.75,5500,4125,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
1/17/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/17/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/18/2019,ACCIONES,BANCO GUAYAQUIL S.A.,4893,1,0.96,4893,4697.28,SILVERCROSS,SILVERCROSS,BVG
1/18/2019,ACCIONES,BANCO GUAYAQUIL S.A.,15623,1,0.96,15623,14998.08,SILVERCROSS,ORION,BVG
1/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,1240,1,2.58,1240,3199.2,ORION,ORION,BVG
1/18/2019,ACCIONES,BANCO BOLIVARIANO C.A.,4000,1,0.9,4000,3600,MASVALORES,MASVALORES,BVG
1/18/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,293,1000,1000,293000,293000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,1210,1,2.58,1210,3121.8,ORION,ORION,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,448,1,2.6,448,1164.8,ALBION,MERCAPITAL,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,5390,1,2.65,5390,14283.5,ANALYTICA SECURITIES,ACCIONES Y VALORES,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,610,1,2.65,610,1616.5,ALBION,ACCIONES Y VALORES,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,15000,1,2.65,15000,39750,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,593,1,2.7,593,1601.1,BANRIO,ACCIONES Y VALORES,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,358,1,2.72,358,973.76,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,3503,1,2.68,3503,9388.04,ORION,ORION,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,961,1,2.7,961,2594.7,ALBION,ORION,BVG
1/21/2019,ACCIONES,CORPORACION FAVORITA C.A.,1459,1,2.7,1459,3939.3,ALBION,METROVALORES,BVG
1/22/2019,ACCIONES,CORPORACION FAVORITA C.A.,1088,1,2.7,1088,2937.6,ADVFIN S.A.,VALUE,BVG
1/22/2019,ACCIONES,CORPORACION FAVORITA C.A.,289,1,2.6,289,751.4,ORION,SANTA FE,BVG
1/22/2019,ACCIONES,CORPORACION FAVORITA C.A.,500,1,2.6,500,1300,ORION,SANTA FE,BVG
1/22/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/22/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,4,1000,1000,4000,4000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/22/2019,ACCIONES,CORPORACION FAVORITA C.A.,500,1,2.68,500,1340,PLUSVALORES,PICAVAL,BVG
1/23/2019,ACCIONES,CORPORACION FAVORITA C.A.,219,1,2.7,219,591.3,MERCAPITAL,CITADEL,BVG
1/23/2019,ACCIONES,CORPORACION FAVORITA C.A.,500,1,2.7,500,1350,MERCAPITAL,PICAVAL,BVG
1/23/2019,ACCIONES,CORPORACION FAVORITA C.A.,6536,1,2.61,6536,17058.96,SANTA FE,SANTA FE,BVG
1/23/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2021,1,0.97,2021,1960.37,MERCAPITAL,SILVERCROSS,BVG
1/23/2019,ACCIONES,SURPAPELCORP S.A.,100,1,4.25,100,425,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/23/2019,ACCIONES,CORPORACION FAVORITA C.A.,744,1,2.7,744,2008.8,MERCAPITAL,SANTA FE,BVG
1/23/2019,ACCIONES,CORPORACION FAVORITA C.A.,219,1,2.7,219,591.3,MERCAPITAL,SANTA FE,BVG
1/23/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2000,1,0.97,2000,1940,PLUSBURSÁTIL,SILVERCROSS,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,50,1000,1000,50000,50000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,6,1000,1000,6000,6000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,3,1000,1000,3000,3000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,CORPORACION FAVORITA C.A.,21870,1,2.72,21870,59486.4,SANTA FE,VALUE,BVG
1/24/2019,ACCIONES,BANCO GUAYAQUIL S.A.,6700,1,0.97,6700,6499,MERCAPITAL,SILVERCROSS,BVG
1/24/2019,ACCIONES,BANCO PICHINCHA C.A.,5,100,100,500,500,PLUSBURSÁTIL,METROVALORES,BVG
1/24/2019,ACCIONES,SURPAPELCORP S.A.,70,1,4.25,70,297.5,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/24/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/25/2019,ACCIONES,BANCO GUAYAQUIL S.A.,674,1,0.97,674,653.78,PLUSVALORES,SILVERCROSS,BVG
1/25/2019,ACCIONES,BANCO GUAYAQUIL S.A.,65,1,0.97,65,63.05,PLUSVALORES,SILVERCROSS,BVG
1/25/2019,ACCIONES,BANCO PICHINCHA C.A.,40,100,99,4000,3960,METROVALORES,SANTA FE,BVG
1/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,100,1,2.7,100,270,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,3,1000,1000,3000,3000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,9,1000,1000,9000,9000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,20,3,70,60,1400,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,25,3,70,75,1750,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,20,3,70,60,1400,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,15,3,70,45,1050,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,15,3,70,45,1050,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,15,3,70,45,1050,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,15,3,70,45,1050,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,10,3,70,30,700,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,10,3,70,30,700,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,10,3,70,30,700,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,10,3,70,30,700,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,7,3,70,21,490,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,HOLCIM ECUADOR S.A.,5,3,70,15,350,BANRIO,VALUE,BVG
1/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,178,1,2.7,178,480.6,SANTA FE,SANTA FE,BVG
1/28/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,142464,1,0.7,142464,99724.8,CITADEL,MASVALORES,BVG
1/28/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,142464,1,0.7,142464,99724.8,CITADEL,MASVALORES,BVG
1/28/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,142464,1,0.7,142464,99724.8,CITADEL,MASVALORES,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,5,1000,1000,5000,5000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,20,1000,1000,20000,20000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,2500,1,2.62,2500,6550,SANTA FE,SANTA FE,BVG
1/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,50,1000,1000,50000,50000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/29/2019,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,3000,1,1.2,3000,3600,CASAREAL,CASAREAL,BVG
1/29/2019,ACCIONES,SURPAPELCORP S.A.,80,1,4.25,80,340,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,100,1,2.71,100,271,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/29/2019,ACCIONES,BANCO PICHINCHA C.A.,20,100,100,2000,2000,METROVALORES,METROVALORES,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,971,1,0.96,971,932.16,SILVERCROSS,SILVERCROSS,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1334,1,0.96,1334,1280.64,SILVERCROSS,SILVERCROSS,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2665,1,0.96,2665,2558.4,SILVERCROSS,SILVERCROSS,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2024,1,0.96,2024,1943.04,SILVERCROSS,SILVERCROSS,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1676,1,0.96,1676,1608.96,SILVERCROSS,SILVERCROSS,BVG
1/30/2019,ACCIONES,BANCO GUAYAQUIL S.A.,5309,1,0.96,5309,5096.64,ANALYTICA SECURITIES,SILVERCROSS,BVG
1/30/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,METROVALORES,BVG
1/30/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,32000,1,0.7,32000,22400,CITADEL,BANRIO,BVG
1/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,957,1,2.64,957,2526.48,PLUSBURSÁTIL,METROVALORES,BVG
1/31/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,20,1000,1000,20000,20000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
1/31/2019,ACCIONES,HOLCIM ECUADOR S.A.,5,3,67,15,335,INTERVALORES,VALUE,BVG
1/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,40,1,2.65,40,106,MERCAPITAL,MERCAPITAL,BVG
1/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,108,1,2.65,108,286.2,MERCAPITAL,MERCAPITAL,BVG
