FECHA NEGOCIACIÓN,TÍTULO,EMISOR,NÚMERO DE ACCIONES,V. NOM. UNITARIO,PRECIO,VALOR NOMINAL,VALOR EFECTO,CASA COMPRADORA,CASA VENDEDORA,BOLSA
10/24/2019,ACCIONES,CORPORACION FAVORITA C.A.,427,1,2.45,427,1046.15,MERCHANT VALORES,PLUSBURSÁTIL,BVG
10/24/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.46,1000,2460,MERCHANT VALORES,MERCAPITAL,BVG
10/24/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,5000,1,0.77,5000,3850,MERCAPITAL,MERCAPITAL,BVG
10/24/2019,ACCIONES,SUPERDEPORTE S.A.,35,1,6.05,35,211.75,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/24/2019,ACCIONES,SURPAPELCORP S.A.,150,1,4.25,150,637.5,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/24/2019,ACCIONES,CERVECERIA NACIONAL CN S.A.,50,1,85,50,4250,MERCAPITAL,ADVFIN S.A.,BVG
10/24/2019,ACCIONES,BANCO GUAYAQUIL S.A.,33103,1,0.85,33103,28137.55,ACTIVA,ACTIVA,BVG
10/24/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2000,1,0.85,2000,1700,ACTIVA,ACTIVA,BVG
10/24/2019,ACCIONES,NATLUK S.A.,3,1,6.6,3,19.8,CASAREAL,CASAREAL,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,428,1,2.45,428,1048.6,MERCAPITAL,ECUABURSÁTIL,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,1830,1,2.47,1830,4520.1,MERCAPITAL,MERCAPITAL,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,92,1,2.47,92,227.24,MERCAPITAL,MERCAPITAL,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.46,1000,2460,SANTA FE,METROVALORES,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,2345,1,2.47,2345,5792.15,MERCAPITAL,MERCAPITAL,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,6500,1,2.45,6500,15925,MERCAPITAL,ANALYTICA SECURITIES,BVG
10/25/2019,ACCIONES,NATLUK S.A.,11,1,6.6,11,72.6,CASAREAL,CASAREAL,BVG
10/25/2019,ACCIONES,BANCO GUAYAQUIL S.A.,482,1,0.85,482,409.7,SILVERCROSS,METROVALORES,BVG
10/25/2019,ACCIONES,BANCO GUAYAQUIL S.A.,318,1,0.85,318,270.3,METROVALORES,METROVALORES,BVG
10/25/2019,ACCIONES,BANCO GUAYAQUIL S.A.,224,1,0.85,224,190.4,METROVALORES,METROVALORES,BVG
10/25/2019,ACCIONES,TECATEAK S.A.,45663,1,2.19,45663,100001.97,ACCIONES Y VALORES,PLUSVALORES,BVG
10/25/2019,ACCIONES,TECATEAK S.A.,776255,1,2.19,776255,1699998.45,ACCIONES Y VALORES,PLUSVALORES,BVG
10/25/2019,ACCIONES,TECATEAK S.A.,91324,1,2.35,91324,214611.4,ACCIONES Y VALORES,PLUSVALORES,BVG
10/25/2019,ACCIONES,CORPORACION FAVORITA C.A.,113,1,2.46,113,277.98,SANTA FE,SANTA FE,BVG
10/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,450,1,2.46,450,1107,MERCAPITAL,MERCAPITAL,BVG
10/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,350,1,2.46,350,861,SANTA FE,MERCAPITAL,BVG
10/28/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1244,1,0.85,1244,1057.4,ACTIVA,METROVALORES,BVG
10/28/2019,ACCIONES,BANCO GUAYAQUIL S.A.,53084,1,0.85,53084,45121.4,ACTIVA,ADVFIN S.A.,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,4,1000,1000,4000,4000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,10,1000,1000,10000,10000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,6,1000,1000,6000,6000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,20,1000,1000,20000,20000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BANCO DE LA PRODUCCION S.A PRODUBANCO,30000,1,0.8,30000,24000,RyH ASOCIADOS,METROVALORES,BVG
10/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,398,1,2.45,398,975.1,MERCAPITAL,MERCAPITAL,BVG
10/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,400,1,2.45,400,980,MERCAPITAL,ECUABURSÁTIL,BVG
10/28/2019,ACCIONES,CORPORACION FAVORITA C.A.,62,1,2.46,62,152.52,SANTA FE,ADVFIN S.A.,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BANCO BOLIVARIANO C.A.,40000,1,1,40000,40000,MASVALORES,MASVALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,26,1000,1000,26000,26000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,70,1000,1000,70000,70000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/28/2019,ACCIONES,NATLUK S.A.,45,1,6.6,45,297,CASAREAL,CASAREAL,BVG
10/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.46,1000,2460,MERCHANT VALORES,METROVALORES,BVG
10/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.46,2000,4920,ADVFIN S.A.,ADVFIN S.A.,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,15,1000,1000,15000,15000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,3,1000,1000,3000,3000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,4,1000,1000,4000,4000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,5,1000,1000,5000,5000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,CERVECERIA NACIONAL CN S.A.,12,1,85,12,1020,MERCAPITAL,METROVALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,13,1000,1000,13000,13000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.45,2000,4900,MERCAPITAL,METROVALORES,BVG
10/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.45,2000,4900,MERCAPITAL,METROVALORES,BVG
10/29/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.45,2000,4900,MERCAPITAL,METROVALORES,BVG
10/29/2019,ACCIONES,HOLDING TONICORP S.A.,152,1,4.5,152,684,SANTA FE,SANTA FE,BVG
10/29/2019,ACCIONES,LA VANGUARDIA FORESTAL (VANGUARFOREST) S.A.,2619,1,2.4,2619,6285.6,ALBION,ALBION,BVG
10/30/2019,ACCIONES,HOLCIM ECUADOR S.A.,40,3,58,120,2320,METROVALORES,METROVALORES,BVG
10/30/2019,ACCIONES,HOLCIM ECUADOR S.A.,3,3,58,9,174,METROVALORES,METROVALORES,BVG
10/30/2019,ACCIONES,SUPERDEPORTE S.A.,20,1,6.05,20,121,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,450,1,2.45,450,1102.5,SANTA FE,SANTA FE,BVG
10/30/2019,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,50000,1,1.12,50000,56000,CASAREAL,CASAREAL,BVG
10/30/2019,ACCIONES,BOLSA DE VALORES DE GUAYAQUIL S.A. BVG,48000,1,1.16,48000,55680,CASAREAL,CASAREAL,BVG
10/30/2019,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,40000,1,1.11,40000,44400,CASAREAL,CASAREAL,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,62,1,2.45,62,151.9,PICAVAL,ADVFIN S.A.,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,62,1,2.45,62,151.9,PICAVAL,ADVFIN S.A.,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,91,1,2.45,91,222.95,PICAVAL,ADVFIN S.A.,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,300,1,2.45,300,735,SANTA FE,SANTA FE,BVG
10/30/2019,ACCIONES,CORPORACION FAVORITA C.A.,344,1,2.45,344,842.8,SANTA FE,SANTA FE,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.46,1000,2460,VALPACIFICO,METROVALORES,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,390,1,2.45,390,955.5,PLUSBURSÁTIL,ADVFIN S.A.,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,1056,1,2.45,1056,2587.2,MERCAPITAL,ORION,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.45,1000,2450,MERCAPITAL,METROVALORES,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,4000,1,2.45,4000,9800,MERCAPITAL,PLUSBURSÁTIL,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,200,1,2.45,200,490,PLUSBURSÁTIL,ECUABURSÁTIL,BVG
10/31/2019,ACCIONES,LA RESERVA FORESTAL (REFOREST) S.A.,316,1,34,316,10744,ALBION,ALBION,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,2000,1,2.45,2000,4900,SANTA FE,SANTA FE,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,188,1,2.46,188,462.48,VALPACIFICO,MERCAPITAL,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,420,1,2.45,420,1029,SANTA FE,SANTA FE,BVG
10/31/2019,ACCIONES,INGENIO AZUCARERO DEL NORTE COMPAÑÍA DE ECONOMÍA MIXTA IANCEM,24257,1,2.26,24257,54820.82,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,800,1,2.45,800,1960,SANTA FE,SANTA FE,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,430,1,2.45,430,1053.5,SANTA FE,SANTA FE,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,312,1,2.46,312,767.52,VALPACIFICO,PLUSVALORES,BVG
10/31/2019,ACCIONES,CORPORACION FAVORITA C.A.,224,1,2.46,224,551.04,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
10/31/2019,ACCIONES,BANCO GUAYAQUIL S.A.,2000,1,0.9,2000,1800,SILVERCROSS,CITADEL,BVG
11/5/2019,ACCIONES,CRISTALERIA DEL ECUADOR S.A. CRIDESA,1800,1,4.5,1800,8100,RyH ASOCIADOS,ACCIONES Y VALORES,BVG
11/5/2019,ACCIONES,NATLUK S.A.,3,1,6.7,3,20.1,CASAREAL,CASAREAL,BVG
11/5/2019,ACCIONES,CORPORACION FAVORITA C.A.,1900,1,2.45,1900,4655,MERCAPITAL,METROVALORES,BVG
11/5/2019,ACCIONES,CORPORACION FAVORITA C.A.,1500,1,2.45,1500,3675,PICAVAL,METROVALORES,BVG
11/5/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1691,1,0.86,1691,1454.26,MERCAPITAL,METROVALORES,BVG
11/5/2019,ACCIONES,BANCO GUAYAQUIL S.A.,3500,1,0.86,3500,3010,MERCAPITAL,METROVALORES,BVG
11/5/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1110,1,0.86,1110,954.6,MERCAPITAL,METROVALORES,BVG
11/5/2019,ACCIONES,CORPORACION FAVORITA C.A.,720,1,2.45,720,1764,ACCIONES Y VALORES,VALUE,BVG
11/6/2019,ACCIONES,INVERSANCARLOS S.A.,46000,1,1.1,46000,50600,CITADEL,CITADEL,BVG
11/6/2019,ACCIONES,CORPORACION FAVORITA C.A.,12425,1,2.45,12425,30441.25,MERCAPITAL,ADVFIN S.A.,BVG
11/6/2019,ACCIONES,CORPORACION FAVORITA C.A.,12425,1,2.45,12425,30441.25,MERCAPITAL,ADVFIN S.A.,BVG
11/6/2019,ACCIONES,CORPORACION FAVORITA C.A.,12425,1,2.45,12425,30441.25,MERCAPITAL,ADVFIN S.A.,BVG
11/6/2019,ACCIONES,SUPERDEPORTE S.A.,57,1,6.05,57,344.85,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/6/2019,ACCIONES,SURPAPELCORP S.A.,100,1,4.25,100,425,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/6/2019,ACCIONES,CORPORACION FAVORITA C.A.,1024,1,2.45,1024,2508.8,ACCIONES Y VALORES,PLUSBURSÁTIL,BVG
11/6/2019,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,2216,1,1.1,2216,2437.6,MERCAPITAL,RyH ASOCIADOS,BVG
11/6/2019,ACCIONES,CORPORACION FAVORITA C.A.,1000,1,2.45,1000,2450,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/6/2019,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,57,1,1.1,57,62.7,MERCAPITAL,RyH ASOCIADOS,BVG
11/6/2019,ACCIONES,ALICOSTA BK HOLDING S.A.,1250,1,10,1250,12500,ALBION,ALBION,BVG
11/6/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1204,1,0.86,1204,1035.44,MERCAPITAL,SANTA FE,BVG
11/7/2019,ACCIONES,BANCO GUAYAQUIL S.A.,589,1,0.86,589,506.54,MERCAPITAL,ACTIVA,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,188,1,2.45,188,460.6,ACCIONES Y VALORES,SANTA FE,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,215,1,2.45,215,526.75,PICAVAL,SANTA FE,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,202,1,2.48,202,500.96,ACCIONES Y VALORES,METROVALORES,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,98,1,2.48,98,243.04,ACCIONES Y VALORES,METROVALORES,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,270,1,2.45,270,661.5,METROVALORES,SANTA FE,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,625,1,2.45,625,1531.25,METROVALORES,SANTA FE,BVG
11/8/2019,ACCIONES,CORPORACION FAVORITA C.A.,500,1,2.44,500,1220,METROVALORES,SANTA FE,BVG
11/8/2019,ACCIONES,ALICOSTA BK HOLDING S.A.,1792,1,10,1792,17920,ALBION,ALBION,BVG
11/8/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,2,1000,1000,2000,2000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/11/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,3,1000,1000,3000,3000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/11/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/11/2019,ACCIONES,CORPORACION FAVORITA C.A.,14,1,2.48,14,34.72,ACCIONES Y VALORES,ADVFIN S.A.,BVG
11/11/2019,ACCIONES,CORPORACION FAVORITA C.A.,104,1,2.48,104,257.92,ACCIONES Y VALORES,ADVFIN S.A.,BVG
11/11/2019,ACCIONES,CORPORACION FAVORITA C.A.,186,1,2.45,186,455.7,MERCAPITAL,ADVFIN S.A.,BVG
11/11/2019,ACCIONES,SUPERDEPORTE S.A.,44,1,6.05,44,266.2,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/11/2019,ACCIONES,CORPORACION FAVORITA C.A.,125000,1,2.43,125000,303750,ACCIONES Y VALORES,VENTURA,BVG
11/11/2019,ACCIONES,BANCO GUAYAQUIL S.A.,10483,1,0.85,10483,8910.55,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/11/2019,ACCIONES,CORPORACION FAVORITA C.A.,154,1,2.45,154,377.3,ACCIONES Y VALORES,ECUABURSÁTIL,BVG
11/11/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,1,1000,1000,1000,1000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,132,1,2.45,132,323.4,PICAVAL,ECUABURSÁTIL,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,168,1,2.45,168,411.6,PICAVAL,ECUABURSÁTIL,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,2120,1,2.43,2120,5151.6,MERCAPITAL,MERCAPITAL,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,401,1,2.43,401,974.43,SANTA FE,SANTA FE,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,956,1,2.42,956,2313.52,SANTA FE,SANTA FE,BVG
11/12/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,19,1000,1000,19000,19000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/12/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,5,1000,1000,5000,5000,ACCIONES Y VALORES,METROVALORES,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,880,1,2.43,880,2138.4,RyH ASOCIADOS,MERCAPITAL,BVG
11/12/2019,ACCIONES,CORPORACION FAVORITA C.A.,122,1,2.45,122,298.9,SANTA FE,SANTA FE,BVG
11/13/2019,ACCIONES,BANCO GUAYAQUIL S.A.,11750,1,0.85,11750,9987.5,ACTIVA,ACTIVA,BVG
11/13/2019,ACCIONES,BANCO GUAYAQUIL S.A.,311,1,0.86,311,267.46,MERCAPITAL,ACTIVA,BVG
11/13/2019,ACCIONES,BANCO GUAYAQUIL S.A.,287,1,0.86,287,246.82,MERCAPITAL,MERCAPITAL,BVG
11/13/2019,ACCIONES,CERVECERIA NACIONAL CN S.A.,33,1,85,33,2805,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/13/2019,ACCIONES,BANCO GUAYAQUIL S.A.,1136,1,0.86,1136,976.96,ADVFIN S.A.,MERCAPITAL,BVG
11/13/2019,ACCIONES,HOLCIM ECUADOR S.A.,100,3,58,300,5800,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/14/2019,ACCIONES,BIENES RAÍCES E INVERSIONES DE CAPITAL BRIKAPITAL S.A.,100,1000,1000,100000,100000,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/14/2019,ACCIONES,BOLSA DE VALORES DE QUITO BVQ SOCIEDAD ANÓNIMA,10000,1,1.07,10000,10700,ALBION,CASAREAL,BVG
11/14/2019,ACCIONES,RIO CONGO FORESTAL C.A. CONRIOCA,800,1,40,800,32000,ALBION,ALBION,BVG
11/14/2019,ACCIONES,RIO GRANDE FORESTAL RIVERFOREST S.A.,12214,1,2.62,12214,32000.68,ALBION,ALBION,BVG
11/15/2019,ACCIONES,SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.,10000,1,0.65,10000,6500,ACTIVA,RyH ASOCIADOS,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,975,1,2.45,975,2388.75,ACTIVA,PICAVAL,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,250,1,2.45,250,612.5,ACTIVA,MERCAPITAL,BVG
11/15/2019,ACCIONES,BANCO GUAYAQUIL S.A.,5000,1,0.84,5000,4200,ACCIONES Y VALORES,ACCIONES Y VALORES,BVG
11/15/2019,ACCIONES,VALLE GRANDE FORESTAL (VALLEYFOREST) S.A.,2307,1,2.8,2307,6459.6,ALBION,ALBION,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,3500,1,2.4,3500,8400,MERCHANT VALORES,METROVALORES,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,194,1,2.45,194,475.3,ACTIVA,ACTIVA,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,706,1,2.44,706,1722.64,ACTIVA,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,900,1,2.45,900,2205,ACTIVA,ACTIVA,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,195,1,2.45,195,477.75,ACTIVA,ACTIVA,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,1800,1,2.42,1800,4356,PLUSBURSÁTIL,METROVALORES,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,4991,1,2.42,4991,12078.22,PLUSBURSÁTIL,ORION,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,3500,1,2.42,3500,8470,PLUSBURSÁTIL,MERCAPITAL,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,1253,1,2.42,1253,3032.26,PLUSBURSÁTIL,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,4021,1,2.42,4021,9730.82,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,4000,1,2.4,4000,9600,PLUSBURSÁTIL,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,975,1,2.41,975,2349.75,PLUSBURSÁTIL,PICAVAL,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,1476,1,2.42,1476,3571.92,PLUSBURSÁTIL,PLUSBURSÁTIL,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,2500,1,2.4,2500,6000,METROVALORES,SANTA FE,BVG
11/15/2019,ACCIONES,INVERSANCARLOS S.A.,500,1,1.2,500,600,RyH ASOCIADOS,PORTAFOLIO,BVG
11/15/2019,ACCIONES,INVERSANCARLOS S.A.,500,1,1.2,500,600,RyH ASOCIADOS,PORTAFOLIO,BVG
11/15/2019,ACCIONES,INVERSANCARLOS S.A.,480,1,1.2,480,576,RyH ASOCIADOS,PORTAFOLIO,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,248,1,2.4,248,595.2,METROVALORES,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,7545,1,2.4,7545,18108,ORION,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,207,1,2.41,207,498.87,ANALYTICA SECURITIES,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,7545,1,2.4,7545,18108,ORION,SANTA FE,BVG
11/15/2019,ACCIONES,CORPORACION FAVORITA C.A.,7545,1,2.4,7545,18108,ORION,SANTA FE,BVG
11/18/2019,ACCIONES,HOLCIM ECUADOR S.A.,29,3,58,87,1682,ORION,ORION,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,440,1,2.42,440,1064.8,MERCAPITAL,MERCAPITAL,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,440,1,2.42,440,1064.8,MERCAPITAL,MERCAPITAL,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,440,1,2.42,440,1064.8,MERCAPITAL,MERCAPITAL,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,14000,1,2.42,14000,33880,RyH ASOCIADOS,ORION,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,145653,1,2.4,145653,349567.2,PORTAFOLIO,VENTURA,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,145653,1,2.4,145653,349567.2,PORTAFOLIO,VENTURA,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,145653,1,2.4,145653,349567.2,PORTAFOLIO,VENTURA,BVG
11/18/2019,ACCIONES,CORPORACION FAVORITA C.A.,145653,1,2.4,145653,349567.2,PORTAFOLIO,VENTURA,BVG
